slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
jacob_boehme,"Jacob Boehme (Jakob Böhme), the shoemaker of Görlitz",The Pewter Dish and the Writing Ban: a Lusatian Shoemaker Describes the Being of God,1575-1624,national mythology: the canon is true,8,40,1575-04-24,2017-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jacob_boehme.journey.json,built,
jacques_derrida,Jacques Derrida (born Jackie Elie Derrida),"The Mark in the Absence of Its Author: El Biar, the Rue d'Ulm, and the Trail the Birds Ate",1930-2004,national mythology: the canon is true,9,50,1930-07-15,2004-10-12,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jacques_derrida.journey.json,built,
jacques_lacan,Jacques Marie Émile Lacan,"The Amphitheatre and the Knot: Lacan, the Return to Freud, and Four Institutions",1901-1981,national mythology: the canon is true,8,57,1901-04-13,2006-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jacques_lacan.journey.json,built,
jair_bolsonaro,Jair Messias Bolsonaro,"Eldorado to the Papudinha: the Captain, the Chamber, and the Coup Written Down",1955-,national mythology: the canon is true,9,45,1955-03-21,2026-03-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jair_bolsonaro.journey.json,built,
james_joyce,James Augustine Aloysius Joyce,"The Brighton Square House to the Zurichberg: Dublin, Trieste, Zurich, Paris, and the Book of One Day",1882-1941,national mythology: the canon is true,9,45,1882-02-02,1990-06-16,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/james_joyce.journey.json,built,
james_matthew_barrie,"Sir James Matthew Barrie, 1st Baronet","The Wash-House and the Lasher: Kirriemuir, Kensington Gardens, and the Boy Who Would Not Grow Up",1860-1937,national mythology: the canon is true,8,45,1860-05-09,1988-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/james_matthew_barrie.journey.json,built,
jane_morris,Jane Morris (nee Burden),"The Groom's Daughter: Holywell to Kelmscott, and the Face That Was Not Hers",1839-1914,national mythology: the canon is true,8,45,1839-10-19,2022-04-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jane_morris.journey.json,built,
janos_czetz,János Czetz (Juan Fernando Czetz),From Gidófalva to the Pampa: the Youngest Honvéd General and the Surveyor of Argentina,1822-1904,national mythology: the canon is true,8,43,1822-06-08,2019-10-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/janos_czetz.journey.json,built,
jaques_dalcroze,Émile Jaques-Dalcroze,The Rhythm and the Silence: Vienna to Geneva by way of Hellerau,1865-1950,national mythology: the canon is true,7,37,1865-07-06,1950-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jaques_dalcroze.journey.json,built,
javier_milei,Javier Gerardo Milei,The Goalkeeper and the Chainsaw: from Palermo to the Casa Rosada,1970-,national mythology: the canon is true,8,44,1970-10-22,2025-10-26,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/javier_milei.journey.json,built,
jean_jacques_rousseau,Jean-Jacques Rousseau,The Gates Shut at Curfew: Rousseau from the Grand-Rue to the Panthéon,1712-1778,national mythology: the canon is true,9,44,1712-06-28,1794-10-11,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jean_jacques_rousseau.journey.json,built,
jean_paul_sartre,Jean-Paul Charles Aymard Sartre,"The Grandfather's Library to the Boulevard du Montparnasse: Sartre, the Freedom Nobody Asked For",1905-1980,national mythology: the canon is true,9,45,1905-06-21,1980-04-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jean_paul_sartre.journey.json,built,
jeffrey_epstein,Jeffrey Edward Epstein,"Sea Gate to the Unmarked Tomb: the Moneyman, the Islands, and the Agreement",1953-2019,national mythology: the canon is true,9,45,1953-01-20,2019-09-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jeffrey_epstein.journey.json,built,
jennifer_muller,Jennifer Muller,"The Works: Yonkers, the Limón Years, and Fifty Seasons of Her Own",1944-2023,national mythology: the canon is true,9,43,1944-10-16,2024-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jennifer_muller.journey.json,built,
jesus,"Jesus of Nazareth (Yeshua, the Christ)",The Life of the Lord: from the Annunciation at Nazareth to the Ascension from Olivet,c. 4 BC – AD 33,"national mythology, the canon is true",7,46,-0005-03-25,0033-05-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jesus.journey.json,built,
joan_of_arc,Joan of Arc (Jehanne la Pucelle),"Domrémy to Rouen: the Mission, the Crown, and the Fire",1424-1431,national mythology: the canon is true,8,58,1419-01-06,1431-05-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joan_of_arc.journey.json,built,
joffrey_bourlemont,"Joffrey de Bourlémont (Jofridus, dominus de Borlenmont)","The Fire Carried Home: Greccio, Jerusalem, and the Fairy Tree",c. 1211-1268 (coda to 1456),"national mythology, the canon is true",7,43,1211-01-06,1456-01-28,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joffrey_bourlemont.journey.json,built,
joffrey_rudel,"Jaufre Rudel, prince of Blaye (Joffrey Rudel)","Amor de Lonh: the Prince of Blaye, the Countess He Never Saw, and the Sea That Was Never Attested",c.1110-c.1148,national mythology: the canon is true,9,44,1047-01-01,2013-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joffrey_rudel.journey.json,built,
johan_palmstruch,Johan Palmstruch (born Hans Witmacker),"The Weight of Copper: Riga, Amsterdam, and the First Banknotes in Europe",1611-1671,national mythology: the canon is true,8,44,1611-06-13,1962-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johan_palmstruch.journey.json,built,
johann_bode,Johann Elert Bode,"The Tower on the Marstall: Bode, the Gap at 28, and the Naming of Uranus",1747-1826,national mythology: the canon is true,7,44,1747-01-19,2013-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_bode.journey.json,built,
johann_faust,Johann Georg Faust (Georgius Sabellicus Faustus junior),The Man Under the Chapbook: an astrologer's paper trail and the flight that replaced it,c. 1480-1541,national mythology: the canon is true,8,45,1480-01-01,1934-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_faust.journey.json,built,
johann_friedrich_overbeck,Johann Friedrich Overbeck,"The Convent on the Pincio: a Lubeck Lutheran, the Guild of Saint Luke, and Fifty-Nine Years of Rome",1789-1869,national mythology: the canon is true,9,43,1789-07-01,1942-03-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_friedrich_overbeck.journey.json,built,
johann_jahn,Friedrich Ludwig Jahn,"Turnvater: Lanz to Freyburg, the Body Made a Fatherland",1778-1852,"national mythology, the canon is true",8,28,1778-08-11,1852-10-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_jahn.journey.json,built,
johann_jost_textor,Johann Jost Textor,"The Uncle in the Subordinate Clause: Frankfurt, Altdorf, and the Four Rungs of a Free City",1739-1792,national mythology: the canon is true,8,44,1620-01-01,1925-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_jost_textor.journey.json,built,
johann_tischbein,Johann Heinrich Wilhelm Tischbein,The Unfinished Canvas: Haina to Eutin by way of the Corso,1751-1829,national mythology: the canon is true,9,44,1751-02-15,1997-05-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johann_tischbein.journey.json,built,
johannes_cusanus,Johannes Cusanus (Johannes Enclen de Cusa),Nineteen Universities and Seven Kingdoms: the Wandering Master of Artificial Memory,c. 1480 - after 1529,national mythology: the canon is true,7,32,1480-01-01,2016-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johannes_cusanus.journey.json,built,
johannes_friedrich_guttzeit,Johannes Friedrich Guttzeit,From Church to Nature: the Prussian Officer Who Became the Nature-Preacher,1853-1935,national mythology: the canon is true,8,44,1853-08-06,1935-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johannes_friedrich_guttzeit.journey.json,built,
johannes_trithemius,"Johannes Trithemius (Johann von Heidenberg), abbot of Sponheim and of St James's at Würzburg","The Snowstorm at Sponheim: the Abbot, the Two Thousand Volumes, and the Book That Was Not Magic",1462-1516,national mythology: the canon is true,9,43,1462-02-01,1996-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johannes_trithemius.journey.json,built,
john_dee,John Dee,The Shew-Stone and the Four Thousand Books: Dee from Mortlake to Bohemia and back,1527-1609,national mythology: the canon is true,9,45,1527-07-13,2013-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_dee.journey.json,built,
john_everett_millais,"Sir John Everett Millais, 1st Baronet","The Carpenter's Shop and the Crypt: Millais, the Brotherhood, and the Long Perthshire Autumn",1829-1896,national mythology: the canon is true,7,45,1829-06-08,2007-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_everett_millais.journey.json,built,
john_f_kennedy,John Fitzgerald Kennedy,"Beals Street to the Eternal Flame: PT-109, the Thirteen Days, and the Order About Silver",1917-1963,national mythology: the canon is true,8,45,1917-05-29,2021-11-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_f_kennedy.journey.json,built,
john_foster_dulles,John Foster Dulles,"The Verge: a Wall Street lawyer, his brother's agency, and six years of American foreign policy",1888-1959,national mythology: the canon is true,9,44,1888-02-25,1962-11-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_foster_dulles.journey.json,built,
john_locke,John Locke,The Copper Tap and the Unsigned Book: Locke from Wrington to High Laver,1632-1704,national mythology: the canon is true,9,45,1632-08-29,1932-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_locke.journey.json,built,
john_ruskin,John Ruskin,"The Walled Garden to the Far Shore: Ruskin, the Stones, and the Wealth That Is Life",1819-1900,national mythology: the canon is true,8,44,1819-02-08,1904-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_ruskin.journey.json,built,
john_searle,John Rogers Searle,"The Rulebook in the Room: Speech Acts, the Chinese Room, and the Title Revoked",1932-2025,national mythology: the canon is true,11,50,1932-07-31,2025-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_searle.journey.json,built,
john_von_neumann,"John von Neumann (Neumann János Lajos, margittai Neumann János)","The Double Enrollment: Budapest, the Institute, and the Architecture Named After Him",1903-1957,national mythology: the canon is true,7,44,1903-12-28,2016-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/john_von_neumann.journey.json,built,
johnny_appleseed,"John Chapman, called Johnny Appleseed",The Nurseries Ahead of the Settlement: Leominster to the Worth Cabin,1774-1845,national mythology: the canon is true,9,44,1774-09-26,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/johnny_appleseed.journey.json,built,
jonas_savimbi,Jonas Malheiro Savimbi,The Galo Negro: from the Munhango station to the grave at Lopitanga,1934-2002,national mythology: the canon is true,9,45,1934-08-03,2019-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jonas_savimbi.journey.json,built,
jose_antonio_de_la_sierra,José Antonio de la Sierra (José Antonio de Sierra),The Initial J: the Assayer of Potosí and the First Coinage of the Provincias Unidas,c. 1746 - after 1815,national mythology: the canon is true,8,36,1746-01-01,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jose_antonio_de_la_sierra.journey.json,built,
jose_limon,José Arcadio Limón,"Fall and Recovery: Culiacán, the Humphrey Line, and the Moor's Pavane",1908-1972,national mythology: the canon is true,7,44,1908-01-12,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jose_limon.journey.json,built,
jose_lopez_rega,José López Rega (El Brujo),"The Corporal, the Ministry and the River: José López Rega from the Palacio Unzué to Chacarita",1916-1989,national mythology: the canon is true,7,45,1916-10-17,2006-12-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/jose_lopez_rega.journey.json,built,
josefina_ayerza,Josefina Ayerza,"The Journal and the Archive: Buenos Aires, Paris, and the Lacanian Ink Years in New York",1950-,national mythology: the canon is true,7,39,1950-06-01,2019-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/josefina_ayerza.journey.json,built,
joseph_fourier,Jean-Baptiste Joseph Fourier,"The Sum of Sines: the Tailor's Orphan, the Institut d'Egypte, and the Theory of Heat",1768-1830,national mythology: the canon is true,8,45,1768-03-21,2015-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joseph_fourier.journey.json,built,
joseph_marie_jacquard,Joseph-Marie Jacquard (born Joseph Marie Charles),"The Chain of Cards: a Lyon Weaver, the Pattern Taken Out of a Person, and the Statue Sold for Scrap Twice",1752-1834,national mythology: the canon is true,8,45,1752-01-01,2001-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joseph_marie_jacquard.journey.json,built,
joseph_oppenheimer,Joseph Süß Oppenheimer,Jud Süß: From Heidelberg to the Iron Cage above Stuttgart,1698-1738,"national mythology, the canon is true",8,27,1698-02-01,1940-09-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joseph_oppenheimer.journey.json,built,
joseph_pilates,Joseph Hubertus Pilates,Mönchengladbach to Eighth Avenue: the Wounded Body Made Whole,1883-1967,national mythology: the canon is true,8,43,1883-12-09,1967-10-12,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joseph_pilates.journey.json,built,
joshua_haldeman,Joshua Norman Haldeman,The Palmer Table and the Lost City: a Prairie Chiropractor from Pequot Lakes to the Kalahari,1902-1974,national mythology: the canon is true,9,44,1720-01-01,2023-09-21,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/joshua_haldeman.journey.json,built,
juan_antonio_buschiazzo,Juan Antonio Buschiazzo (Giovanni Antonio Buschiazzo),"The Mason's Son: Buschiazzo, the Recoleta Gate, and the Cutting of Colonial Buenos Aires",1845-1917,national mythology: the canon is true,8,41,1845-10-29,1991-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juan_antonio_buschiazzo.journey.json,built,
juan_eduardo_cirlot,Juan Eduardo Cirlot Laporta,"The Seventh Face of the Die: Barcelona, the Dictionary of Symbols, and the Bronwyn Cycle",1916-1973,national mythology: the canon is true,9,44,1916-04-09,2020-09-22,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juan_eduardo_cirlot.journey.json,built,
juan_manuel_de_rosas,Juan Manuel José Domingo Ortiz de Rozas y López de Osornio (Juan Manuel de Rosas),"The Restorer of the Laws: the Estancia, the Suma del Poder Público, and the Farm at Swaythling",1793-1877,national mythology: the canon is true,9,44,1793-03-30,1989-09-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juan_manuel_de_rosas.journey.json,built,
juan_martin_de_pueyrredon,Juan Martín de Pueyrredón y O'Doggan,"The Silver and the Beam: Pueyrredón, from the Perdriel Ranch to the Fort of Buenos Aires",1777-1850,national mythology: the canon is true,8,45,1777-12-18,1879-10-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juan_martin_de_pueyrredon.journey.json,built,
juan_peron,Juan Domingo Perón,Lobos to Buenos Aires: the Journey of the Conductor and the Descamisados,1895-1974,"national mythology, the canon is true",7,39,1895-10-08,1974-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juan_peron.journey.json,built,
juana_azurduy,Juana Azurduy de Padilla,Toroca to the Common Grave: the Amazona of the Republiquetas and the War for Upper Peru,1780-1862,national mythology — the canon is true,8,38,1780-07-12,1862-05-25,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/juana_azurduy.journey.json,built,
